-0.11922871	-0.30256125	0.015829846	-0.29724643	-0.20793815	-0.0016016244	0.2095853	0.45183295	0.105580024	-0.1632439	0.33039907	0.044901494	-0.037470803	0.057682496	0.19001317	0.33604744
-0.3525072	-0.5558116	-0.5349406	-0.04593552	-0.4076693	-0.505338	-0.0026101056	0.29555327	-0.18015505	-0.35996276	-0.06234674	0.22593439	0.05685934	0.26451853	-0.06180209	0.58664
0.06409324	-0.051749665	0.06330904	-0.104034886	-0.14806826	0.10886214	0.21750736	0.27654243	0.23427722	0.016485903	0.3847652	-0.09763946	-0.25429136	0.17911592	0.22261885	0.2595387
0.026406568	-0.04622183	0.18718885	-0.25895834	-0.09348768	0.13509148	0.08087518	0.4641704	0.15605102	0.09595957	0.4737037	-0.086537406	0.0013027876	0.13079646	0.35311612	0.06751218
-0.14199437	-0.014471491	0.263603	-0.31681347	-0.3836336	0.22567183	0.041695412	0.14546886	-0.06483249	-0.20039801	0.15751773	0.14009559	0.059419714	-0.054325983	0.06251382	0.22549216
0.44675043	0.32012662	0.27859184	0.33688906	0.4030917	0.39692637	0.33201405	0.21339877	0.585861	0.45941824	0.58638245	-0.49247134	-0.61935675	0.53665596	0.4258274	-0.17425686
-0.06943055	-0.25531074	-0.12629479	-0.2278009	-0.10753295	-0.119527675	0.07084991	0.49439305	0.1330741	-0.12592526	0.27972236	-0.0062996172	-0.081579186	0.22223312	0.24961795	0.20166785
-0.07165265	-0.32035765	-0.054877616	-0.08990666	-0.18478015	-0.07970691	0.28425536	0.22226	0.07138405	-0.16999462	0.18761413	0.02391885	-0.13856664	-0.16927902	-0.0345621	0.16678642
0.37179902	0.31855512	0.63936895	-0.22742139	0.22856139	0.6024191	0.3237237	0.023237256	0.43659216	0.41582212	0.61946446	-0.2808931	-0.31389484	-0.5083006	0.2649847	-0.44887587
0.12951317	-0.21459395	-0.13607365	0.04431569	0.014474633	-0.06306644	0.2596478	0.39454207	0.2515774	0.079439834	0.3021346	-0.25481382	-0.2217328	0.12303131	0.1568001	0.22595039
0.06332025	-0.66020936	-0.49032062	0.33733436	-0.062095653	-0.53017473	0.51672894	0.28246778	0.24852896	-0.13193965	0.1208903	-0.22139788	-0.4885312	-0.027533036	-0.07702883	0.40014276
-0.06545636	-0.53645366	0.20541705	-0.11949528	-0.1794625	0.23872805	0.57088006	-0.23018743	0.105833024	-0.20930661	0.091224685	0.023124186	-0.26729307	-0.928307	-0.37945923	-0.21919271
-0.14610048	0.133306	0.6310442	-0.4665088	-0.4114103	0.5144169	0.032128237	0.10023671	-0.101315945	-0.07459406	0.29749778	0.17605397	0.18616547	-0.46779367	0.09980314	-0.21743204
-0.20691295	-0.12855943	-0.19748792	-0.3389054	-0.2443997	-0.17265896	-0.21188922	0.4556699	-0.09123865	-0.19043724	0.2064046	0.23140197	0.19635594	0.44565898	0.16569626	0.31786534
-0.47071293	0.11139344	0.0317374	-0.34535444	-0.43982902	-0.09924081	-0.3807971	0.273076	-0.4111174	-0.42784154	-0.05550702	0.3841241	0.3409064	0.28572944	0.121861316	0.44672668
-0.41505632	-0.42318767	-0.29141033	-0.12187563	-0.44814086	-0.41403642	-0.12872133	0.0027606797	-0.34664273	-0.4654294	-0.3365118	0.3967971	0.16603214	-0.15572545	-0.31395468	0.45434704
-0.49074918	-0.15198834	0.15961304	-0.3783164	-0.5345472	0.09578455	-0.22176796	-0.05615669	-0.4223299	-0.42672372	-0.11982104	0.45258534	0.35984516	-0.21185163	-0.14961539	0.2423326
-0.11912546	0.07356487	0.023240678	-0.43418348	-0.1779401	-0.015537588	-0.32000655	0.5054904	-0.126312	-0.11277444	0.2656658	0.1691456	0.24950841	0.4608559	0.39563718	0.26260793
0.57170516	0.5439195	-0.12109828	0.32338583	0.5595821	-0.022100056	-0.17214115	1.0126405	0.5634823	0.5397719	0.5409498	-0.6612371	-0.22130093	1.464261	0.88654166	0.47033834
0.11421939	-0.047385734	0.19890572	-0.18765649	-0.06304906	0.16212665	0.15616734	0.3761417	0.09582009	0.0053104735	0.41660556	-0.14963205	-0.05735558	-0.014411381	0.35492477	-0.015005898
0.15703945	-0.20679899	0.035324957	-0.16829534	-0.039132066	0.03870563	0.3176327	0.39534268	0.22481947	0.14560854	0.39173734	-0.22082503	-0.19846971	-0.0092160255	0.2115738	0.038012832
0.049600422	-0.13230132	0.07492928	0.12899679	0.010985221	0.09247172	0.19135475	-0.078710645	0.16955529	-0.023257922	0.028992267	-0.08379881	-0.25583184	-0.28358743	-0.09257544	-0.004955601
-0.14935662	-0.3365042	-0.13565537	0.11469931	-0.093517564	-0.14272554	0.13223813	-0.22028038	-0.06871352	-0.19078194	-0.11325651	0.15871756	-0.19199051	-0.493887	-0.21694914	0.08185569
0.046326496	-0.37504753	-0.46655142	0.35496816	0.10751821	-0.4441587	0.19774605	0.26825762	0.16412534	-0.06727248	0.034135252	-0.24977197	-0.361299	0.34511143	-0.03261074	0.5138137
-0.02874496	-0.02183705	-0.080335654	0.03610276	-0.14650793	-0.026394323	-0.025814641	0.078280106	0.06516945	-0.02566846	0.09674925	0.030683251	-0.08043679	0.36043763	0.055491116	0.44235265
0.15574919	-0.08877295	0.4370866	-0.14844143	0.037439227	0.41827556	0.44422516	-0.11109548	0.2597002	0.07796335	0.36750257	-0.18721502	-0.3624656	-0.62868875	-0.036278848	-0.35818624
0.03937192	0.2461025	0.6208731	-0.42450613	-0.025721652	0.56726646	0.003917557	0.16079281	0.028734628	0.13293023	0.46391073	0.04654721	0.08430348	-0.13345526	0.34329343	-0.2684716
-0.5795942	-0.84285206	-0.5496762	0.62003577	-0.43426815	-0.61110705	0.63601583	-0.82263243	-0.53141403	-0.683864	-0.5908956	0.6039536	-0.6898159	-1.0923166	-0.69672346	0.47518766
